#term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
hsa04110	Cell cycle	15	157	0.95	1.38	1.61e-07	9606.ENSP00000209728,9606.ENSP00000256442,9606.ENSP00000263753,9606.ENSP00000268138,9606.ENSP00000287598,9606.ENSP00000288207,9606.ENSP00000300093,9606.ENSP00000302530,9606.ENSP00000340989,9606.ENSP00000358813,9606.ENSP00000361540,9606.ENSP00000378699,9606.ENSP00000391090,9606.ENSP00000405726,9606.ENSP00000481380	CDC6,CCNB1,SGO1,TICRR,BUB1B,CCNB2,PLK1,BUB1,SFN,TTK,CDC20,CDK1,CHEK1,CDC45,CCNA2
hsa04115	p53 signaling pathway	6	75	0.88	0.36	0.0395	9606.ENSP00000256442,9606.ENSP00000288207,9606.ENSP00000340989,9606.ENSP00000353770,9606.ENSP00000378699,9606.ENSP00000391090	CCNB1,CCNB2,SFN,RRM2,CDK1,CHEK1
